2012-11-21 08:00	2012-11-21 09:00	210	"Team TDE"	"malware"	""
2012-11-21 09:00	2012-11-21 10:00	210	"Fronten"	"ttm-prestanda"	"resultat"
2012-11-21 10:00	2012-11-21 11:00	210	"Team TDE"	"malware"	""
2012-11-21 11:00	2012-11-21 11:45	45	"Annat"	"Lunch"	""
2012-11-21 11:45	2012-11-21 14:30	165	"Team TDE"	"Löpande_förvaltning"	""
2012-11-21 14:30	2012-11-21 16:30	154	"Team TDE"	"Löpande_förvaltning"	""

2012-11-22 08:30	2012-11-22 09:00	210	"Team TDE"	"Löpande_förvaltning"	""
2012-11-22 09:00	2012-11-22 10:00	210	"Team TDE"	"malware"	""
2012-11-22 10:00	2012-11-22 12:00	210	"Team TDE"	"Löpande_förvaltning"	"dg-infra-ösunds sista"
2012-11-22 12:00	2012-11-22 12:30	45	"Annat"	"Lunch"	""
2012-11-22 12:30	2012-11-22 14:30	165	"Fronten"	"ttm-prestanda"	""
2012-11-22 14:30	2012-11-22 17:15	154	"Team TDE"	"Löpande_förvaltning"	""

2012-11-23 08:45	2012-11-23 09:00	210	"Team TDE"	"Löpande_förvaltning"	""
2012-11-23 09:00	2012-11-23 10:00	210	"Team TDE"	"malware"	""
2012-11-23 10:00	2012-11-23 11:00	210	"Team TDE"	"Löpande_förvaltning"	"dg-infra-ösunds sista"
2012-11-23 11:00	2012-11-23 11:45	45	"Annat"	"Lunch"	""
2012-11-23 11:45	2012-11-23 14:30	165	"Fronten"	"ttm-prestanda"	""
2012-11-23 14:30	2012-11-23 17:15	154	"Team TDE"	"Löpande_förvaltning"	""

2012-11-26 07:35	2012-11-26 09:00	73	"Team TDE"	"Löpande_förvaltning"	""
2012-11-26 09:00	2012-11-26 11:30	150	"Team TDE"	"malware"	""
2012-11-26 11:30	2012-11-26 12:02	32	"Annat"	"Lunch"	""
2012-11-26 12:02	2012-11-26 16:15	253	"Team TDE"	"malware"	""
2012-11-26 16:15	2012-11-26 16:37	22	"Team TDE"	"malware"	""
2012-11-27 10:00	2012-11-27 11:00	60	"Team TDE"	"malware"	""
2012-11-27 11:00	2012-11-27 11:45	45	"Annat"	"Lunch"	""
2012-11-27 11:45	2012-11-27 16:55	310	"Team TDE"	"Löpande_förvaltning"	""
2012-11-28 08:35	2012-11-28 11:00	145	"Team TDE"	"Löpande_förvaltning"	""
2012-11-28 11:00	2012-11-28 11:35	35	"Annat"	"Lunch"	""
2012-11-28 11:35	2012-11-28 14:00	145	"Team TDE"	"malware"	""
2012-11-28 14:00	2012-11-28 17:00	145	"Team TDE"	"Löpande_förvaltning"	""

2012-11-29 09:00	2012-11-29 10:37	97	"Team TDE"	"Löpande_förvaltning"	""
2012-11-29 10:37	2012-11-29 11:00	23	"Team TDE"	"malware"	""
2012-11-29 11:00	2012-11-29 11:45	45	"Annat"	"Lunch"	""
2012-11-29 11:45	2012-11-29 14:02	137	"Team TDE"	"malware"	""
2012-11-29 14:02	2012-11-29 16:45	137	"Team TDE"	"malware"	""

2012-11-30 08:45	2012-11-30 11:00	135	"Team TDE"	"malware"	""
2012-11-30 11:00	2012-11-30 11:45	45	"Annat"	"Lunch"	""
2012-11-30 11:45	2012-11-30 12:00	15	"Team TDE"	"malware"	""
2012-11-30 12:00	2012-11-30 13:00	60	"Fronten"	"möte"	""
2012-11-30 13:00	2012-11-30 13:31	31	"Fronten"	"dap_windowId"	""
2012-11-30 13:31	2012-11-30 17:08	217	"Team TDE"	"malware"	""

2012-12-03 08:45	2012-12-03 09:29	44	"Team TDE"	"Löpande_förvaltning"	""
2012-12-03 09:29	2012-12-03 11:00	91	"Fronten"	"findPortalForApplication"	""
2012-12-03 11:00	2012-12-03 11:45	45	"Annat"	"Lunch"	""
2012-12-03 11:45	2012-12-03 13:00	75	"Fronten"	"findPortalForApplication"	""
2012-12-03 13:00	2012-12-03 14:00	60	"Administration"	"Gruppmöte"	""
2012-12-03 14:00	2012-12-03 14:32	32	"Fronten"	"findPortalForApplication"	""
2012-12-03 14:32	2012-12-03 16:55	143	"Fronten"	"findPortalForApplication"	""

2012-12-04 08:30	2012-12-04 11:00	143	"Team TDE"	"Löpande_förvaltning"	""
